"Name","School","Conference","Overall","Pass Block","Run Block","Discipline"
"Noah Senka","UCF","Big12","5.49","5.49","4.50","5.50"
"Dennis Strey Jr.","EMich","MAC","5.48","5.76","5.45","5.70"
"RaiShaun McHaney","UCF","Big12","5.46","5.44","4.50","5.50"
"Josh Waite","Ohio","MAC","5.46","5.45","3.47","5.62"
"Robbie Wollan","ND","Inde","5.45","5.45","5.10","5.45"
"Jack Wagner","OreSt","Pac12","5.45","5.45","5.10","5.45"
"Travis Brown-Miller","Cuse","ACC","5.45","5.10","5.52","5.45"
"Josh Love","Tuls","Amer","5.44","5.44","4.50","5.50"
"Joseph Speno","SacSt","MAC","5.42","5.76","5.40","5.64"
"Jacob Krause","WMich","MAC","5.41","5.76","6.54","5.65"
"Josiah Petaia","Wyo","MWC","5.41","5.38","5.66","5.56"
"DeAnthony Sheffield","SacSt","MAC","5.40","5.40","4.50","5.50"
"Jamiel Williams","KennSt","CUSA","5.39","6.39","3.38","6.54"
"Elvin Harris","UNM","MWC","5.39","4.91","5.16","5.82"
"Grant Karczewski","VT","ACC","5.38","5.15","5.38","5.38"
"Jake Recker","SoCar","SEC","5.31","5.28","5.51","5.37"
"Aidin Rhodes","TexSt","Pac12","5.27","5.27","4.62","5.31"
"Elijah Ortiz","SacSt","MAC","5.25","5.25","5.25","5.25"
"Ethan Lowell","Nev","MWC","5.25","5.25","5.25","5.25"
"Anthony Miller","AirF","MWC","5.25","5.25","5.25","5.25"
"Peyton Knoebel","AirF","MWC","5.25","5.25","5.25","5.25"
"Marcus Roser","AirF","MWC","5.25","5.25","5.25","5.25"
"Luca Kowalik","AirF","MWC","5.25","5.25","5.25","5.25"
"Ben Rosa","AirF","MWC","5.25","5.25","5.25","5.25"
"Justus Perales","AirF","MWC","5.25","5.25","5.25","5.25"
"Hudson Chasko","Kent","MAC","5.25","5.25","5.25","5.25"
"Will Burgess","SMiss","SBC","5.25","5.25","5.25","5.25"
"Gavin Carrick","CoCar","SBC","5.25","5.25","5.25","5.25"
"Ben Foglia-Albrecht","Buff","MAC","5.25","5.25","5.25","5.25"
"Mike Whalen","Buff","MAC","5.25","5.25","5.25","5.25"
"Chad Troxler","EMich","MAC","5.25","5.25","5.25","5.25"
"Nathan Henry","EMich","MAC","5.25","5.25","5.25","5.25"
"Richardo Wourman","EMich","MAC","5.25","5.25","5.25","5.25"
"DJ Fox","JMU","SBC","5.25","5.25","5.25","5.25"
"Wyatt Maines","JMU","SBC","5.25","5.25","5.25","5.25"
"Sani Reed","JMU","SBC","5.25","5.25","5.25","5.25"
"Jesse Sears","JMU","SBC","5.25","5.25","5.25","5.25"
"Jackson Bunn","JackSt","CUSA","5.25","5.25","5.25","5.25"
"Naol Andarge","SoAla","SBC","5.25","5.25","5.25","5.25"
"Andre Woods","SoAla","SBC","5.25","5.25","5.25","5.25"
"Kyle Greak","SoAla","SBC","5.25","5.25","5.25","5.25"
"Drake Perry","ULLaf","SBC","5.25","5.25","5.25","5.25"
"Matthew Grow","GaSt","SBC","5.25","5.25","5.25","5.25"
"Autoro Whitfield","GaSt","SBC","5.25","5.25","5.25","5.25"
"Javon Gillespie","NMSt","CUSA","5.25","5.25","5.25","5.25"
"Jimmy Walls","SHSt","CUSA","5.25","5.25","5.25","5.25"
"Will Odenthal","Ohio","MAC","5.25","5.25","5.25","5.25"
"Kouri Crump","WMich","MAC","5.25","5.25","5.25","5.25"
"Shea Lewis","CMich","MAC","5.25","5.25","5.25","5.25"
"Ignacio Zulaica","FIU","CUSA","5.25","5.25","5.25","5.25"
"Jackson Speer","LATech","CUSA","5.25","5.25","5.25","5.25"
"Jordan McRae","LATech","CUSA","5.25","5.25","5.25","5.25"
"Aric Adcock","LATech","CUSA","5.25","5.25","5.25","5.25"
"Kaleb Campbell","LATech","CUSA","5.25","5.25","5.25","5.25"
"Max Thurston","WKU","CUSA","5.25","5.25","5.25","5.25"
"Quentin Butler","MTSU","CUSA","5.25","5.25","5.25","5.25"
"Tazio Rosso","LATech","CUSA","5.25","5.25","5.25","5.25"
"Bennett Eivens","Rice","Amer","5.25","5.25","5.25","5.25"
"Aiden Ford","FAU","Amer","5.25","5.25","5.25","5.25"
"Preston Huneycutt","UTSA","Amer","5.25","5.25","5.25","5.25"
"Nelson Ramirez","UAB","Amer","5.25","5.25","5.25","5.25"
"Max Stober","Army","Amer","5.25","5.25","5.25","5.25"
"Braeden Helmkamp","Army","Amer","5.25","5.25","5.25","5.25"
"Austin Odette","NoTex","Amer","5.25","5.25","5.25","5.25"
"Francisco Adams","NoTex","Amer","5.25","5.25","5.25","5.25"
"Justin Garrard","ECU","Amer","5.25","5.25","5.25","5.25"
"Brooks Culp","ECU","Amer","5.25","5.25","5.25","5.25"
"Bryce Rothwell","Navy","Amer","5.25","5.25","5.25","5.25"
"Roman Hyland","Navy","Amer","5.25","5.25","5.25","5.25"
"Alex McCalop","Navy","Amer","5.25","5.25","5.25","5.25"
"Brooks Barron","Tuls","Amer","5.25","5.25","5.25","5.25"
"Brady Wyatt","Tul","Amer","5.25","5.25","5.25","5.25"
"Julio Madero IV","NoTex","Amer","5.25","5.25","5.25","5.25"
"Zach Caulder","ECU","Amer","5.25","5.25","5.25","5.25"
"Ashton Kershner","Boise","Pac12","5.25","5.25","5.25","5.25"
"Barry Morrissette","WashSt","Pac12","5.25","5.25","5.25","5.25"
"Parker Perkins","Boise","Pac12","5.25","5.25","5.25","5.25"
"Dylan Pitzer","Pitt","ACC","5.25","5.25","5.25","5.25"
"Sean Franklin","Pitt","ACC","5.25","5.25","5.25","5.25"
"Malachi Joyner","Zona","Big12","5.25","5.25","5.25","5.25"
"Brigham Alexander","BYU","Big12","5.25","5.25","5.25","5.25"
"Jackson Hildebrand","TT","Big12","5.25","5.25","5.25","5.25"
"Jp Schrieber","Cincy","Big12","5.25","5.25","5.25","5.25"
"Brady Harr","IASt","Big12","5.25","5.25","5.25","5.25"
"Raymond Kovalesky","WVU","Big12","5.25","5.25","5.25","5.25"
"Joe Vickers","KSt","Big12","5.25","5.25","5.25","5.25"
"Erwin Taomi","USC","Big10","5.25","5.25","5.25","5.25"
"Travis Leonard","USC","Big10","5.25","5.25","5.25","5.25"
"Wyatt Swaner","Bay","Big12","5.25","5.25","5.25","5.25"
"Teagan Cox","Mary","Big10","5.25","5.25","5.25","5.25"
"Adam Boeheim","Cuse","ACC","5.25","5.25","5.25","5.25"
"Yerovi Valdes Alfonso","MiaFL","ACC","5.25","5.25","5.25","5.25"
"Angelo De Sensi","NW","Big10","5.25","5.25","5.25","5.25"
"Jaxon Powell","OSU","Big10","5.25","5.25","5.25","5.25"
"Dylan Steen","MissSt","SEC","5.25","5.25","5.25","5.25"
"Ace Hodges","OU","SEC","5.25","5.25","5.25","5.25"
"Max Fisher","Vand","SEC","5.25","5.25","5.25","5.25"
"Michael Kostantonov","Tenn","SEC","5.25","5.25","5.25","5.25"
"Hunter McKinney","A&M","SEC","5.25","5.25","5.25","5.25"
"Alexander DiMartino","UK","SEC","5.25","5.25","5.25","5.25"
"Tino Merlo","UK","SEC","5.25","5.25","5.25","5.25"
"Corey Brown","Fla","SEC","5.25","5.25","5.25","5.25"
"Tate Nelms","UGA","SEC","5.25","5.25","5.25","5.25"
"John Henry Flatt","Aub","SEC","5.25","5.25","5.25","5.25"
"JD Martin","Bama","SEC","5.25","5.25","5.25","5.25"
"Ethan Higgins","UCF","Big12","5.17","5.17","4.17","5.18"
"Rico Steele","Kent","MAC","5.14","5.51","5.13","5.38"
"Mj Senegal","UTSA","Amer","5.12","4.17","5.56","5.18"
"Cole Keele","UtSt","Pac12","5.11","4.92","3.78","5.37"
"Tanner Chlupsa","BC","ACC","5.11","5.11","4.76","5.11"
"Henry Boehme","PSU","Big10","5.11","5.11","4.76","5.11"
"Danny Stevens","App","SBC","5.07","4.21","5.09","5.12"
"Damill Bostic, Jr.","CoCar","SBC","5.05","4.76","5.07","5.02"
"Donquarius Parker","ArkSt","SBC","5.05","5.05","4.76","5.02"
"Camden Myers","SMiss","SBC","5.00","4.80","5.00","5.04"
"Jack Hood","Tuls","Amer","4.99","4.14","4.98","5.25"
"Hayden Timosciek","Purd","Big10","4.93","3.50","6.72","7.42"
"Jackson Nelson","UtSt","Pac12","4.91","4.84","5.43","5.25"
"Jayden Trapp","UTEP","MWC","4.90","4.90","4.90","4.90"
"Giovanni Kovacs","SacSt","MAC","4.90","4.90","4.90","4.90"
"Erik Murray","NIU","MWC","4.90","4.90","4.90","4.90"
"Samu Suominen","Mass","MAC","4.90","4.90","4.90","4.90"
"Ezekiel Salanoa","Haw","MWC","4.90","4.90","4.90","4.90"
"Joshua Zent","UtSt","Pac12","4.90","4.90","4.90","4.90"
"Chrysanthos Fetokakis","UNLV","MWC","4.90","4.90","4.90","4.90"
"Alekai Afoa","UNLV","MWC","4.90","4.90","4.90","4.90"
"Ken Meir","UNM","MWC","4.90","4.90","4.90","4.90"
"Elias Justice","Nev","MWC","4.90","4.90","4.90","4.90"
"Ekene Ebizie","Fres","Pac12","4.90","4.90","4.90","4.90"
"Gary Lassley","AirF","MWC","4.90","4.90","4.90","4.90"
"Alex Boyd","AirF","MWC","4.90","4.90","4.90","4.90"
"Henry Wonderlick","AirF","MWC","4.90","4.90","4.90","4.90"
"Sean Marella","AirF","MWC","4.90","4.90","4.90","4.90"
"Nolan Byers","AirF","MWC","4.90","4.90","4.90","4.90"
"Caden Romo","AirF","MWC","4.90","4.90","4.90","4.90"
"Tayson Tiitii","AirF","MWC","4.90","4.90","4.90","4.90"
"Ian Fisher","AirF","MWC","4.90","4.90","4.90","4.90"
"Michael Ray","AirF","MWC","4.90","4.90","4.90","4.90"
"ZaMario Woodgett","KennSt","CUSA","4.90","4.90","4.90","4.90"
"Aj Miller","KennSt","CUSA","4.90","4.90","4.90","4.90"
"Patrick Methlie","Del","CUSA","4.90","4.90","4.90","4.90"
"Chandler Telfaire","Del","CUSA","4.90","4.90","4.90","4.90"
"Michael Varon","Ball","MAC","4.90","4.90","4.90","4.90"
"Kendrick Watkins","SMiss","SBC","4.90","4.90","4.90","4.90"
"Shaun Martin","JackSt","CUSA","4.90","4.90","4.90","4.90"
"Samuel Adjin","EMich","MAC","4.90","4.90","4.90","4.90"
"Gabe White","CoCar","SBC","4.90","4.90","4.90","4.90"
"Kaden Sapp","CoCar","SBC","4.90","4.90","4.90","4.90"
"Xzavier Booker","CoCar","SBC","4.90","4.90","4.90","4.90"
"Cameron Avery","CoCar","SBC","4.90","4.90","4.90","4.90"
"Ian Falkner","Akr","MAC","4.90","4.90","4.90","4.90"
"Tre Stevens","ArkSt","SBC","4.90","4.90","4.90","4.90"
"Nathan McClelland","SHSt","CUSA","4.90","4.90","4.90","4.90"
"Zo'Maryon Bryan","SHSt","CUSA","4.90","4.90","4.90","4.90"
"Jeremiah Edmond","SHSt","CUSA","4.90","4.90","4.90","4.90"
"Merrick Becerra","NMSt","CUSA","4.90","4.90","4.90","4.90"
"Tim Jacobs","MTSU","CUSA","4.90","4.90","4.90","4.90"
"Bryson Weathers","LATech","CUSA","4.90","4.90","4.90","4.90"
"Jake Acklin","LATech","CUSA","4.90","4.90","4.90","4.90"
"Elijah Simmons","FIU","CUSA","4.90","4.90","4.90","4.90"
"Marc Michel Jr.","FIU","CUSA","4.90","4.90","4.90","4.90"
"Jeremiah Charles","FAU","Amer","4.90","4.90","4.90","4.90"
"JJ Rochford","FAU","Amer","4.90","4.90","4.90","4.90"
"Finn Wilkins","Conn","Inde","4.90","4.90","4.90","4.90"
"Christos Zigoumis","Conn","Inde","4.90","4.90","4.90","4.90"
"Tristen Brown","Char","Amer","4.90","4.90","4.90","4.90"
"Isaac Sikes-Rasby","Char","Amer","4.90","4.90","4.90","4.90"
"Jonah Zimmerman","Army","Amer","4.90","4.90","4.90","4.90"
"Miles Hagan","Army","Amer","4.90","4.90","4.90","4.90"
"Kieran Garris","Army","Amer","4.90","4.90","4.90","4.90"
"Zach Tomosovich","Army","Amer","4.90","4.90","4.90","4.90"
"Christopher Broberg","Army","Amer","4.90","4.90","4.90","4.90"
"Will Mack","Army","Amer","4.90","4.90","4.90","4.90"
"James Bland","Army","Amer","4.90","4.90","4.90","4.90"
"Colin O'Carroll","Tul","Amer","4.90","4.90","4.90","4.90"
"Leo Wulffraat","Tul","Amer","4.90","4.90","4.90","4.90"
"Jaxon Ducre","Tul","Amer","4.90","4.90","4.90","4.90"
"Logan Rich","Tuls","Amer","4.90","4.90","4.90","4.90"
"Billy Brown","Temp","Amer","4.90","4.90","4.90","4.90"
"Brody Hamilton","NoTex","Amer","4.90","4.90","4.90","4.90"
"Ian Hemilright","ECU","Amer","4.90","4.90","4.90","4.90"
"Grayson Campbell","WashSt","Pac12","4.90","4.90","4.90","4.90"
"Aj Olerich","WashSt","Pac12","4.90","4.90","4.90","4.90"
"Alma Taleni","Boise","Pac12","4.90","4.90","4.90","4.90"
"Luke Beemer","Wake","ACC","4.90","4.90","4.90","4.90"
"Josh Nindl","Pitt","ACC","4.90","4.90","4.90","4.90"
"Jojo Genova","Cal","ACC","4.90","4.90","4.90","4.90"
"Sam Bjerke","Cal","ACC","4.90","4.90","4.90","4.90"
"Hudson Steber","Col","Big12","4.90","4.90","4.90","4.90"
"Strantz Mangisi","BYU","Big12","4.90","4.90","4.90","4.90"
"Carson Smith","AZSt","Big12","4.90","4.90","4.90","4.90"
"Shaheem Hill","UCF","Big12","4.90","4.90","4.90","4.90"
"Sean Terrell","Hou","Big12","4.90","4.90","4.90","4.90"
"Ricardo Cordova","Hou","Big12","4.90","4.90","4.90","4.90"
"Braden Simonsen","IASt","Big12","4.90","4.90","4.90","4.90"
"Aidan Anderson","Wash","Big10","4.90","4.90","4.90","4.90"
"Auston Mims","Ore","Big10","4.90","4.90","4.90","4.90"
"Beau CressAllen","Ore","Big10","4.90","4.90","4.90","4.90"
"Cayden Tone","Bay","Big12","4.90","4.90","4.90","4.90"
"Raymond Giacobbe","Rut","Big10","4.90","4.90","4.90","4.90"
"Rocco Daly","Purd","Big10","4.90","4.90","4.90","4.90"
"Aaron Folivi","Mary","Big10","4.90","4.90","4.90","4.90"
"Jackson Iak","Cuse","ACC","4.90","4.90","4.90","4.90"
"Jacob Benjamin","GATech","ACC","4.90","4.90","4.90","4.90"
"Henri Paris","NCSt","ACC","4.90","4.90","4.90","4.90"
"Ralph Scroggins","MiaFL","ACC","4.90","4.90","4.90","4.90"
"Carlito Jones","Clem","ACC","4.90","4.90","4.90","4.90"
"Jace Borcherding","NW","Big10","4.90","4.90","4.90","4.90"
"Will Hahn","Iowa","Big10","4.90","4.90","4.90","4.90"
"Hunter Albright","PSU","Big10","4.90","4.90","4.90","4.90"
"Ian Gecse","OSU","Big10","4.90","4.90","4.90","4.90"
"Peter Donini","Mich","Big10","4.90","4.90","4.90","4.90"
"Mason Waddle","Miss","SEC","4.90","4.90","4.90","4.90"
"Trey Nightingale","Miss","SEC","4.90","4.90","4.90","4.90"
"Joe Schranz","Mizz","SEC","4.90","4.90","4.90","4.90"
"Alex Johnson","Ark","SEC","4.90","4.90","4.90","4.90"
"Jonas Nantze","Ark","SEC","4.90","4.90","4.90","4.90"
"Hayes Fuqua","LSU","SEC","4.90","4.90","4.90","4.90"
"Hunter Ryan","SMU","ACC","4.84","4.38","4.83","4.84"
"Hayden Breal","SMiss","SBC","4.79","4.79","4.92","4.86"
"Riley Bloch","Mass","MAC","4.76","4.74","3.75","5.06"
"Elijah Haughawout","VT","ACC","4.70","4.46","4.70","4.70"
"Ty Mead","NIU","MWC","4.55","4.55","4.55","4.55"
"Anthony Okes","NDSt","MWC","4.55","4.55","4.55","4.55"
"Brett Tastad","NDSt","MWC","4.55","4.55","4.55","4.55"
"Ace Robinson","UNLV","MWC","4.55","4.55","4.55","4.55"
"Preston Ward","TexSt","Pac12","4.55","4.55","4.55","4.55"
"Jonny Shively","UNM","MWC","4.55","4.55","4.55","4.55"
"Cole Anderson","AirF","MWC","4.55","4.55","4.55","4.55"
"Marwan Diab","Marsh","SBC","4.55","4.55","4.55","4.55"
"Max Gembus","Kent","MAC","4.55","4.55","4.55","4.55"
"Eseosa Aigbokhae","KennSt","CUSA","4.55","4.55","4.55","4.55"
"Bentley Allen II","Del","CUSA","4.55","4.55","4.55","4.55"
"Wahkeem Roman","Del","CUSA","4.55","4.55","4.55","4.55"
"Oliver Maldonado","JackSt","CUSA","4.55","4.55","4.55","4.55"
"Storm Fain","JackSt","CUSA","4.55","4.55","4.55","4.55"
"Johnathan Ashley","CoCar","SBC","4.55","4.55","4.55","4.55"
"Caleb Watts","Buff","MAC","4.55","4.55","4.55","4.55"
"Robbie Westmiller","Buff","MAC","4.55","4.55","4.55","4.55"
"Val Kondratenko","Buff","MAC","4.55","4.55","4.55","4.55"
"Julius Kidd","SoAla","SBC","4.55","4.55","4.55","4.55"
"Jackson Hammond","ULLaf","SBC","4.55","4.55","4.55","4.55"
"LeState Williams","GaSt","SBC","4.55","4.55","4.55","4.55"
"Braylin Roberts","GaSt","SBC","4.55","4.55","4.55","4.55"
"Hunter Britt","GaSt","SBC","4.55","4.55","4.55","4.55"
"Zach Pearson","GASo","SBC","4.55","4.55","4.55","4.55"
"Joshua Ford","GASo","SBC","4.55","4.55","4.55","4.55"
"Noah Hacker","ArkSt","SBC","4.55","4.55","4.55","4.55"
"Aiden Kehm","ArkSt","SBC","4.55","4.55","4.55","4.55"
"Big Al Oliver","App","SBC","4.55","4.55","4.55","4.55"
"Daniel Davis","App","SBC","4.55","4.55","4.55","4.55"
"Nolan Miller","WMich","MAC","4.55","4.55","4.55","4.55"
"Jacob Bailey","WMich","MAC","4.55","4.55","4.55","4.55"
"Cassius Hulbert","Ohio","MAC","4.55","4.55","4.55","4.55"
"Evan Blaettler","NMSt","CUSA","4.55","4.55","4.55","4.55"
"Ezra Hensley","NMSt","CUSA","4.55","4.55","4.55","4.55"
"Anthony Tanaka","MiaOH","MAC","4.55","4.55","4.55","4.55"
"Garrett Austin","MTSU","CUSA","4.55","4.55","4.55","4.55"
"Roman Jones","MTSU","CUSA","4.55","4.55","4.55","4.55"
"Curtis Doirilus","Lib","CUSA","4.55","4.55","4.55","4.55"
"Samson Chazulle","FIU","CUSA","4.55","4.55","4.55","4.55"
"Aidan Platt","UAB","Amer","4.55","4.55","4.55","4.55"
"Jack Manning","Army","Amer","4.55","4.55","4.55","4.55"
"Ryan Krueger","NoTex","Amer","4.55","4.55","4.55","4.55"
"Alex Bleszynski","SDSU","Pac12","4.55","4.55","4.55","4.55"
"Ben Hartman","OreSt","Pac12","4.55","4.55","4.55","4.55"
"Doughless Teloma","AZSt","Big12","4.55","4.55","4.55","4.55"
"Trevor Bigelow","WVU","Big12","4.55","4.55","4.55","4.55"
"Joseph Lakatos","Rut","Big10","4.55","4.55","4.55","4.55"
"Tom Ewing","Purd","Big10","4.55","4.55","4.55","4.55"
"Ted Olsen","Cuse","ACC","4.55","4.55","4.55","4.55"
"Hayes Galloway","Clem","ACC","4.55","4.55","4.55","4.55"
"Jason Ekperuoh","UK","SEC","4.55","4.55","4.55","4.55"
"Dan Taraboi","Mich","Big10","4.46","4.51","4.12","4.33"
"Jim Fitzgerald","PSU","Big10","4.41","4.87","4.04","4.68"
"Malik Jackson","GaSt","SBC","4.41","4.41","4.08","4.43"
"Mitchell Brown","SJSt","MWC","4.20","4.20","4.20","4.20"
"Nathan Balestrieri","SJSt","MWC","4.20","4.20","4.20","4.20"
"Havik Pettigrew","KennSt","CUSA","4.20","4.20","4.20","4.20"
"Jackson Ruess","Ball","MAC","4.20","4.20","4.20","4.20"
"Sharvon Pierre","Troy","SBC","4.20","4.20","4.20","4.20"
"Carter Buchheit","SHSt","CUSA","4.20","4.20","4.20","4.20"
"Ben Maldonado","Ohio","MAC","4.20","4.20","4.20","4.20"
"Henry Douglass","SMU","ACC","4.20","4.20","4.20","4.20"
"Kobe Williams","ArkSt","SBC","4.00","3.99","2.43","4.04"
"Sam Waters","Army","Amer","3.85","3.85","3.85","3.85"
"Brandt Rice","Wyo","MWC","3.85","3.85","3.85","3.85"
"Spencer Rathbun","Wyo","MWC","3.85","3.85","3.85","3.85"
"Justin Royes","UCF","Big12","3.78","3.71","3.86","10.26"
"Shaun Shahu","MiaOH","MAC","3.50","3.50","3.50","3.50"
"Adrian Crespin","MTSU","CUSA","3.25","3.25","3.25","9.99"
"Joe Rounds","SMiss","SBC","2.53","2.53","2.53","9.27"
"Mathias Nielsen","Char","Amer","2.53","2.53","2.53","8.28"
